Product Title,SKU #,UPC,Whole Sale Price Per Unit 
MINI ORCHESTRA - SET OF 4,SKU #1916585,UPC: 7290002582342,$51.46 
WELCHS FRUIT SNACK 4 COUNT - POUCH BERRIES N CHERRIES,SKU #1994979,UPC: 034856204923,$86.75 
ANIMAL WATER GUNS,SKU #1895103,UPC: 049392616376,$1.25 
"26"" GREEN BIG EYE TURTLE",SKU #1265641,null,$9.54 
MINI GOLF GARDEN PARTY,SKU #1916540,UPC: 7290011812058,$1.84 
"TOY SHARK - 14""",SKU #1776626,UPC: 049392024041,$4.47 
"10"" FRICTION RACING CAR",SKU #2133414,UPC: 688999100880,$2.19 
MINI DESERTSCAPE,SKU #1934079,UPC: 810017012589,$1.34 
"R/C MONSTER PICK UP TRUCK WITH LIGHT  10""",SKU #2122965,null,$1.62 
PENCIL SHARPENER - CONICAL SHAPED TOP,SKU #92792,UPC: 851806000875,$7.34 
SOPHIE COLLECTION,SKU #2123669,UPC: 841175103727,$0.60 
NISSIN TOP RAMEN - ORIENTAL FLAVOR,SKU #1895245,null,$4.59 
WORLD TECH ELITE 35683 2.4GHZ NEMO SPY DRONE WITH CAMERA,SKU #2181052,null,$0.10 
FIRE TRUCKS,SKU #2184491,UPC: 841175113108,$0.30 
NABISCO MINI NILLA WAFERS,SKU #1237038,UPC: 019320001031,$0.95 
BABY WILD ANIMALS,SKU #1776732,UPC: 049392042892,$2.43 
DINOSAURS,SKU #2184485,UPC: 841175112545,$6.35 
CONSTRUCTION MINI BUBBLES,SKU #1905067,UPC: 049392620977,$1.81 
"WHITE CHALK - 3"" STICKS - 12 PACK BOXED.",SKU #92871,null,$0.99 
LIME GREEN CANDY BUFFET CYLINDERS,SKU #2186335,UPC: 886102961544,$1.56 
AMELIA DOLL TRIO DARK SKIN,SKU #1895311,UPC: 688999201662,$1.31 
"8"" PLUSH TOY DOLPHIN",SKU #1909676,null,$0.87 
BLUE SPATTERWARE PLATES AND BOWLS MINIATURES - 12 CT,SKU #1205293,UPC: 082676109751,$14.69 
TEXAS PETE HOT SAUCE BOTTLE,SKU #1487533,UPC: 075500000270,$32.78 
BULK SIDEWALK CHALK BOXES,SKU #1776318,UPC: 049392679784,$0.99 
JUMBO HORSE TOY ANIMALS,SKU #1776672,UPC: 049392604137,$5.87 
WORKBOOK MULTI MADE EASY 3-4,SKU #905205,UPC: 076645021083,$1.18 
SPORTS SPLAT BALLS,SKU #1776888,UPC: 049392625491,$3.31 
COBRA RC TOYS 908723 2.4GHZ MINI UFO QUAD COPTER WITH PROTECTIVE FRAME,SKU #2171708,null,$58.81 
PLUSH LYING DOG,SKU #2169762,UPC: 085754047921,$11.01 
TOY DOGS,SKU #1776661,UPC: 049392023853,$0.82 
RAINFOREST BIOSPHERE,SKU #1934114,UPC: 810017010196,$1.54 
JUMP ROPE WITH HANDLE,SKU #1997212,UPC: 827680345722,$1.84 
CONSTRUCTION WORKER TOY FIGURES,SKU #1903664,UPC: 049392024669,$1.12 
OFF-ROAD PLAYSET,SKU #2184518,UPC: 841175113160,$25.71 
VEHICLE DIE CAST 3PK 4X7,SKU #903819,UPC: 075656034815,$0.94 
SAF-T-POPS,SKU #1776797,null,$14.69 
BETTY CROCKER CHOCOLATE CHIP OATMEAL BAR,SKU #1487848,UPC: 016000459779,$1.03 
GATORADE PERFORM 02 POWDER PACKET G2 - FRUIT PUNCH,SKU #697733,null,$1.33 
YOUTH SIZE SWIMMING GOGGLES,SKU #1941339,null,$0.59 
ANDREA AND FRIENDS,SKU #2123680,UPC: 841175103192,$15.71 
POLKA DOT FROGS,SKU #1776749,null,$0.43 
BEAUTY DOLL COLLECTION,SKU #2122916,null,$10.87 
MAGICIANS CARD TRICKS VIDEO,SKU #565678,UPC: 742548008024,$11.01 
PRESCHOOL WORKBOOK: LITTLE THINKERS PRESCHOOL,SKU #1794565,UPC: 076645021106,$0.44 
CHARMS CANDY ASSORTMENT - 180 PIECES PER BAG,SKU #1776794,UPC: 014200088102,$0.70 
TAZO CALM CHAMOMILE HERBAL INFUSION TEA,SKU #362849,UPC: 794522200238,$16.18 
"48"" BRACHIOSAURUS WITH SOUND & PICTURE HANGTAG",SKU #1946760,null,$0.59 
"R/C CONCEPT POLICE CAR (OPEN & CLOSE DOOR ) 9""",SKU #2122961,UPC: 688999688821,$0.44 
CANDY SUCKERS,SKU #1776799,null,$0.88 
MUSCIAL BAND-IN-A-BOX,SKU #538407,UPC: 000772004886,$0.26 
HIGH BOUNCE BALL ASSORTMENT,SKU #1933619,null,$0.02 
GLOW GOO,SKU #1934112,UPC: 810017013401,$21.00 
HAPPY BABY STACKER,SKU #1916549,UPC: 7290002582168,$1.18 
WORLD TECH TOYS 35975 3.5-CHANNEL SPARROW RC GYRO HELICOPTER,SKU #2181090,null,$0.78 
"INTEGRA  ALUMINUM POCKET PENCIL SHARPENER, STEEL, SILVER",SKU #944936,UPC: 035255428521,$0.32 
CAMO PARATROOPER,SKU #1903726,UPC: 049392623008,$0.19 
NISSIN BIG CUP NOODLES HOMESTYLE - BEEF,SKU #1895242,null,$13.44 
DIECAST CAR COLLECTION (12 PIECE SET),SKU #1895310,UPC: 688999100712,$1.12 
"10"" 1:18 PORSCHE 911 GT3 RS PGT18B",SKU #1866618,null,$3.04 
MEADOW MEDLEY CHOCOLATE PUPPY,SKU #1124050,UPC: 000772074018,$1.34 
CITY GARAGE PLAY SET,SKU #2122919,UPC: 688999025992,$6.50 
PLUSH PSYCHEDELIC SNAKES,SKU #1776757,UPC: 049392601594,$14.90 
FRANKS RED HOT ORIGINAL SAUCE,SKU #651935,null,$0.54 
"14"" EXCAVATOR",SKU #2128848,UPC: 841175115072,$5.88 
FORMULA RACERS,SKU #2184493,UPC: 841175111173,$4.04 
EZ GEL PEN ASSORTMENT,SKU #697924,UPC: 603250675204,$0.22 
TASMAINIAN DEVIL GOAL CHART,SKU #1988420,UPC: 047256038371,$4.09 
TWININGS OF LONDON GREEN TEA,SKU #362954,UPC: 070177176365,$2.94 
PAWPRINT PENCILS - BLUE,SKU #1895173,null,$0.32 
GIANT PLUSH FROG,SKU #1932245,UPC: 085754047631,$8.81 
BULK CHALK SIDEWALK COLORED 15 PACK,SKU #1470824,UPC: 871936009005,$0.80 
"TOY INSECTS - 2""",SKU #1776641,UPC: 049392023785,$0.22 
DELUXE ADULT SWIMMING GOGGLES,SKU #1941556,null,$1.35 
PURPLE CANDY BUFFET CYLINDERS,SKU #2186436,UPC: 886102961490,$6.51 
CATNAP KITTIES PLUSH TOY WHITE,SKU #1227102,UPC: 897579002005,$1.49 
SCHLEICH FARM LIFE ANIMALS (SHROPSHIRE LAMB),SKU #1848261,UPC: 4005086136823,$2.16 
TRENDY'S AMELIA EN VOUGE GIRL,SKU #2122973,null,$3.26 
POP BLOCS FARM ANIMALS,SKU #1858507,UPC: 000772091961,$0.69 
PAPERMATE LIQUID PAPER 22 ML,SKU #2127084,UPC: 041540747017,$1.12 
"17"" BABY DOLL",SKU #2127265,UPC: 841175108395,$10.29 
RAINBOW KICKBALLS,SKU #1904978,UPC: 049392700891,$11.01 
TOY BUTTERFLIES,SKU #1776656,UPC: 049392073322,$6.99 
DAGEDAR SUPERCHARGED BALL BEARING HIGH SPEED SET,SKU #1892717,UPC: 847194000627,$14.71 
FLOWING PUTTY,SKU #1934111,UPC: 810017013135,$3.31 
DR. SEUSS PENCIL GRIPS,SKU #290235,UPC: 603250670261,$8.82 
LACING BEADS IN A BOX,SKU #538789,UPC: 000772037754,$2.39 
SLINKY DOG PLUSH,SKU #927138,UPC: 071547022664,$0.45 
"12 PIECE 4""  TRACTOR FARM PLAY SET WITH ACCSS IN W",SKU #2128504,null,$11.29 
SCHOOL ZONE LEARNING SET-COUNTING MONEY,SKU #2190137,null,$9.54 
BABY DRUM,SKU #1916589,UPC: 7290002582038,$0.18 
"5.5"" REALISTIC LIZARDS",SKU #1945947,null,$0.53 
WATER WIGGLERS WITH PRINT PENGUIN,SKU #1949083,UPC: 815895017275,$3.53 
"24"" PENGUIN",SKU #1947303,null,$0.23 
LARGE TOY SOLDIERS,SKU #1903935,UPC: 049392637364,$6.50 
WORLD TECH TOYS 34452 4.5-CHANNEL 2.4GHZ MICRO SUPERNOVA QUAD DRONE,SKU #2181054,null,$0.25 
STUDDY BUDDY INFERNO PEN/HIGHLIGHTER,SKU #290257,UPC: 603250669678,$2.19 
FRISKY FOX,SKU #1124009,UPC: 000772076227,$31.50 
"KEEBLER STRAWBERRY BARS, 100 CALORIES, .81 OZ, 12/BX",SKU #932411,UPC: 380000128394,$12.59 
"17"" NATURAL PLUSH TOY STUFFED TEDDY BEARS",SKU #2123710,null,$2.66 
WORLD TECH TOYS 35850 3.5-CHANNEL HERCULES GYRO RC HELICOPTER,SKU #2181080,null,$1.69 
TRIPLE CANDY MACHINE,SKU #1757856,null,$0.17 
DIE CAST CAR COLLECTION (16 PIECE SET ),SKU #1940427,UPC: 688999200153,$1.54 
MATTEL P9647 WWE(R) ELITE COLLECTION ASSORTMENT,SKU #2175829,null,$19.82 
"BIGELOW TEA COMPANY HERBAL TEAS, 6/CT, ASSORTED FLAVORS",SKU #933151,UPC: 072310165786,$0.44 
I SPY PRESCHOOL GAME,SKU #738233,UPC: 761707061038,$0.59 
TOY SHARK AND WHALE,SKU #1776622,UPC: 049392023792,$13.75 
PINE CAR DERBY CAR KIT-BASIC,SKU #1780043,UPC: 724771003700,$0.50 
BABY FERGUSON BEAR,SKU #1124037,UPC: 000772077392,$6.71 
SCHLEICH FARM LIFE ANIMALS (ROOSTER),SKU #1848266,UPC: 4005086136458,$102.50 
DOORBELL HOUSE,SKU #538594,UPC: 000772025058,$27.49 
SCHLEICH WILD LIFE ANIMALS (POLAR BEAR),SKU #1847613,UPC: 4005086146594,$16.18 
NISSIN BIG CUP NOODLES HOMESTYLE - SPICY CHICKEN,SKU #1895223,null,$12.59 
"BIC CORPORATION ROUND STIC BALLPOINT PEN,MED. POINT,60/BX,BLACK INK",SKU #967412,UPC: 070330131620,$30.65 
GREEN LANYARDS,SKU #1895184,UPC: 049392229125,$12.99 
MATTEL P9562 WWE(R) BASIC FIGURE ASSORTMENT,SKU #2175828,null,$0.24 
PLUSH SCALY SNAKES,SKU #1776767,UPC: 049392623572,$3.81 
"FRICTION RACING CAR 9""",SKU #1982876,null,$38.43 
EXOTIC ESCAPE,SKU #1934075,UPC: 810017017454,$0.31 
PRESCHOOL WORKBOOKS 32 PAGES-COUNTING 1-10,SKU #653919,UPC: 076645020567,$0.71 
PINE CAR DERBY RACING WHEELS,SKU #1780034,UPC: 724771003472,$3.04 
RAINFOREST CLOUD GARDEN,SKU #1934069,UPC: 810017014569,$22.04 
GLITTER DOLL ACCESSORY GIFT SET,SKU #1944226,UPC: 028444894115,$8.82 
MINI LEARNING GAMES 40 PIECES-ALPHABET,SKU #1465427,UPC: 705988112379,$11.01 
TRIXIE ORANGE TABBY,SKU #1123989,UPC: 000772075404,$1.75 
BABY FLOAT,SKU #2128938,UPC: 078257313402,$17.65 
NISSIN RAMEN BOWL - SPICY CHICKEN FLAVOR,SKU #1895233,UPC: 7066226003,$1.32 
"9"" FLYING DISC TOY",SKU #1982692,UPC: 841175111456,$9.80 
CRAVE N RAVE SPIKERZ BITE SIZE CRACKERS - EL NACHO,SKU #1864945,UPC: 675825511101,$9.54 
BODA B VITAMIN DRINK 8.4 FL OZ 4-PACK CANS,SKU #1878216,UPC: 857755002045,$11.03 
"33"" 3 ASSORTED GLITTER JELLYFISHES - BLUE",SKU #1947748,null,$12.49 
PIXEL POPS PANDA,SKU #1925798,UPC: 622222070489,$0.81 
RETRACTABLE PENS - 5 PACK - BLUE INK,SKU #1857656,null,$1.28 
FLUORESCENT HIGHLIGHTER PEN MARKERS -4 PACK,SKU #394330,UPC: 871936005748,$7.16 
FIREFIGHTER PUPPET,SKU #538598,UPC: 000772025522,$0.99 
KEEBLER BUG BITES CINNAMON GRAHAM,SKU #1032484,UPC: 030100558569,$0.38 
MAXWELL SCOTTIE,SKU #1123982,UPC: 000772074889,$18.37 
BULK SUPERHERO DISC SHOOTERS,SKU #1939491,UPC: 049392044414,$3.04 
PACIFIC ARC GRAPHITE DRAWING PENCIL SETS (SET OF 6),SKU #1824893,null,$7.56 
PLUSH POPSICLE,SKU #1934687,UPC: 085754047341,$18.38 
"NESTLE' USA POWDERED CREAMER, ORIGINAL, 22 OZ, 1/BX",SKU #933191,UPC: 050000302123,$47.05 
"13.5"" STACEY DOLL",SKU #2126560,UPC: 841175115690,$3.04 
POPULAR LITERATURE TO TEACH READING AND WRITING,SKU #1472222,UPC: 044222112042,$16.18 
CAT FIGURES,SKU #1776658,UPC: 049392015766,$1.07 
"CELESTE - 14"" PRINCESS DOLL",SKU #1123918,UPC: 000772048781,$14.69 
"ALL PURPOSE STIK MINI GLUE STICKS-.28""X4"" 50/PKG",SKU #655705,UPC: 018239337521,$1.60 
MURRAY SUGAR FREE SHORTBREAD COOKIES,SKU #362555,null,$0.74 
"4"" TO 7"" PLUSH TOY MIX",SKU #1935125,null,$14.71 
MAGIC CREATION -SPLASH OF FASHION,SKU #1916450,UPC: 7290005076466,$1.75 
BAZIC SUBTRACTION FLASH CARDS (36/PACK),SKU #311524,UPC: 764608005330,$3.66 
PLUSH JUMBO FLAME SNAKES,SKU #1776760,UPC: 049392606056,$13.88 
"MEDIUM GREEN GRASS BLENDED TURF - 20"" X 20"" X 20""",SKU #1042375,UPC: 853412003479,$4.03 
RED WINE VINEGAR PACKET,SKU #1488368,null,$27.72 
CUP OF COFFEE TIMELESS MINIATURES,SKU #1205296,UPC: 082676486784,$1.07 
COBRA RC TOYS 909504 2.4GHZ AVP DRONE,SKU #2171721,null,$4.25 
ANDREA DOLL,SKU #2124459,UPC: 841175116901,$0.53 
MINI ANT TOYS,SKU #1776646,UPC: 049392268698,$1.99 
RED/YELLOW TULIPS - 16 PACK,SKU #1042356,UPC: 853412003073,$0.96 
ORIGINAL RED HEEL SOCK DOLLS-SIZE 10-11,SKU #659519,UPC: 087839060337,$3.44 
BALL POINT PEN 8 /PACK - GREEN,SKU #1285119,UPC: 672672137621,$5.87 
"24"" BABY DOLL",SKU #2127266,UPC: 841175108418,$24.46 
PINE CAR DERBY RACER KIT-CAN AM,SKU #1780049,UPC: 724771039471,$7.34 
PENCIL SHAPE SHARPENERS,SKU #1776543,UPC: 049392767481,$2.99 
"PEN STYLE HIGHLIGHTER, CHISEL POINT, FLUORESCENT GREEN",SKU #967816,UPC: 035255361859,$1.28 
FRICTION MOTORCYCLE W/LIGHT & MUSIC (BATT.INCL,SKU #1902206,UPC: 688999018192,$3.81 
4-PACK OF CRAYONS,SKU #312962,UPC: 085317004439,$4.75 
AQUA BLASTER WATER GUN,SKU #1949028,UPC: 841175111401,$11.01 
MANNERS MADE EASY - POLITE PIGPALS CLEANUP CREW,SKU #2184384,UPC: 864974000103,$6.71 
"78"" BILLIARD FLOAT",SKU #2185409,null,$0.19 
NABISCO WHEAT THINS - ORIGINAL,SKU #652001,null,$22.04 
WORKBOOKS-MATH BASICS 3,SKU #1465326,UPC: 076645022035,$0.08 
TROPICAL FISH FIGURINES,SKU #1909622,null,$0.16 
"4"" STRIPED PLUSH TOY FISH",SKU #1909624,null,$0.12 
THOMAS TRAIN SUGAR COOKIE BAG,SKU #1941189,UPC: 845120055024,$2.94 
22 PIECE TEA PARTY PLAY SET IN WINDOW BOX,SKU #2128526,null,$8.13 
ZOO ANIMAL PARACHUTIST,SKU #1902272,null,$4.03 
CRAYOLA WASHABLE SIDEWALK CHALK,SKU #1873493,UPC: 071662612160,$0.33 
"KNOBBY BALLS 7""",SKU #1904325,UPC: 049392289716,$12.97 
DECIDUOUS TREES - 3 PACK,SKU #1042362,UPC: 853412003219,$1.28 
TWININGS OF LONDON HERBAL TEA ORANGE AND CINNAMON,SKU #1864500,UPC: 070177179502,$0.04 
MONKEY FIGURES,SKU #1903820,null,$0.05 
FRICTION POLICE CAR WITH LIGHT & SOUND (BATTER,SKU #2122936,UPC: 688999008391,$0.54 
REFILLABLE CORRECTION TAPE MR 5MMX6M-PINK,SKU #2189999,UPC: 893357000157,$0.45 
HAMMER & SAW TOOL BENCH PLAY SET,SKU #1870174,UPC: 000772093866,$0.26 
LARGE PRINT WORD FIND - FULL SIZE BOOK,SKU #1458923,null,$14.69 
LIGHT GREEN WIRE FOLIAGE TREES - 24 PACK,SKU #1042357,UPC: 853412003080,$38.44 
"WONKA MIX-UP CANDIES, 115 PIECES, 40 OZ., ASSORTED CANDY",SKU #933892,UPC: 079200857417,$0.94 
PLUSH MULTICOLOR HANGING MONKEYS,SKU #1776775,UPC: 049392721254,$11.99 
SOLAR SYSTEM FOAM MAP LEARNING KIT,SKU #426050,UPC: 731015131037,$2.30 
SUPERHERO GLIDERS,SKU #1939498,UPC: 049392629383,$0.64 
NISSIN SOUPER MEAL - PICANTE SHRIMP FLAVOR,SKU #1895213,null,$1.10 
NISSIN CHOW MEIN - SPICY CHICKEN FLAVOR,SKU #1895235,null,$52.93 
GEL PENS 24 CT ASSORTMENT,SKU #2127088,UPC: 619342019245,$1.91 
WILDFLOWER GARDEN,SKU #1934080,UPC: 810017012619,$0.88 
CREATIVE COLORS - #2 PENCILS 8 COUNT,SKU #1948920,UPC: 619342022085,$1.29 
MARVEL 33758 REMOTE-CONTROL 4.5-CHANNEL 2.4GHZ MARVEL(R) IRON MAN(R) MICRO DRONE,SKU #2175719,null,$14.71 
PARKING TICKETS,SKU #565618,UPC: 099996000071,$0.52 
RELAX-A-MAT,SKU #2130613,UPC: 078257316922,$0.30 
HOW TO TRAIN YOUR DRAGON 2 MEDIUM ASSORTMENT,SKU #1931381,null,$3.04 
MISPRINT SUPER BRIGHT LED CLARION STYLE FLASHLIGHT PLASTIC PEN,SKU #1301017,null,$0.25 
PENGUIN TOY ANIMALS,SKU #1776619,UPC: 049392621066,$8.81 
MULTICOLORED FLOWER TREES - 8 PACK,SKU #1042351,UPC: 853412003028,$0.29 
DUCK CALL WHISTLE NECKLACE,SKU #1902334,null,$0.21 
PRESCHOOL WORKBOOKS 32 PAGES-ABC DOT TO DOT,SKU #653917,UPC: 076645020703,$29.34 
MINI TREE FROG TOYS,SKU #1776688,UPC: 049392078792,$25.41 
"AKAI KS515 CD+G KARAOKE PLAYER WITH 3.5"" SCREEN",SKU #2169923,null,$2.69 
"TOY FROGS/3""",SKU #1776683,null,$1.66 
TRENDY FASHION DOLL WITH HANDBAG,SKU #1944244,UPC: 731015215300,$4.19 
BAZIC YELLOW DESK STYLE FLUORESCENT HIGHLIGHTERS (12/BOX),SKU #1892811,UPC: 764608023327,$22.06 
SANDBOX CASTLE 2-IN-1 SAND AND WATER TABLE WITH BE,SKU #1866519,null,$13.75 
MARVEL 34902 REMOTE-CONTROL 4.5-CHANNEL 2.4GHZ MARVEL(R) SPIDER-MAN(R) SUPER DRONE,SKU #2175725,null,$1.09 
SUPERHERO BUBBLES,SKU #1939492,UPC: 049392629314,$1.22 
COLORED WOODCASE PENCIL,SKU #506257,UPC: 072067224804,$2.06 
K & S METAL STREAMLINES (BRASS),SKU #1848784,UPC: 614121101227,$8.75 
HUSKY - PLUSH DOG,SKU #538548,UPC: 000772021111,$11.03 
STAR WARS ASSORTED CHARACTER DEFLATED PLAYBALL,SKU #1997908,null,$39.69 
MARVEL 34896 ULTIMATE SPIDER-MAN IR HEROCOPTER HELICOPTER & KINETIC 50 PK AA,SKU #2175724,null,$29.41 
"6"" BUCKET SAND PLAY SET",SKU #1894241,UPC: 688999109067,$2.38 
RAINBOW PONY,SKU #1935542,UPC: 841175108159,$0.06 
BUDS BEST GINGER SNAPS COOKIES,SKU #345697,UPC: 745527520128,$52.93 
BUBBLE GUN BLOWER,SKU #702663,null,$14.71 
PINE CAR DERBY RACER KIT-BLUE VENOM,SKU #1780050,UPC: 724771039501,$6.37 
"MISPRINT 3 IN 1 PLASTIC HIGHLIGHTER, PEN AND STICKY TAPE",SKU #1865033,null,$0.20 
SCHLEICH WILD LIFE ANIMALS (CHIMPANZEE FEMALE WITH BABY),SKU #1847597,UPC: 4005086141919,$6.49 
WHOLESALE 27MM BOWLING BALL SUPERBALLS,SKU #1877517,null,$0.90 
DOLL CLOTHES LEOPARD PAJAMAS - PINK/WHITE,SKU #691344,UPC: 028444820091,$14.69 
DRAGON SQUIRTS WATER GUN COUNTERTOP DISPLAY,SKU #1995023,UPC: 046354716907,$1.19 
SCENTED MINI TWIST GEL PENS,SKU #290253,UPC: 603250667841,$14.69 
BULK BUYS OLD GEEZER HAIR PLUGS,SKU #1990008,UPC: 825156027813,$22.06 
